0	2.5
0.001	3.47833
0.002	4.33265
0.003	4.96731
0.004	5.33567
0.005	5.44753
0.006	5.36192
0.007	5.16779
0.008	4.95868
0.009	4.80876
0.01	4.75689
0.011	4.80232
0.012	4.91225
0.013	5.03768
0.014	5.13192
0.015	5.16572
0.016	5.13477
0.017	5.05803
0.018	4.96837
0.019	4.8996
0.02	4.87451
0.021	4.898
0.022	4.95699
0.023	5.02681
0.024	5.081
0.025	5.10095
0.026	5.08202
0.027	5.03407
0.028	4.97685
0.029	4.93211
0.03	4.91552
0.031	4.9314
0.032	4.97183
0.033	5.02034
0.034	5.05847
0.035	5.07267
0.036	5.05899
0.037	5.02402
0.038	4.98188
0.039	4.94862
0.04	4.9362
0.041	4.94823
0.042	4.97907
0.043	5.01635
0.044	5.04585
0.045	5.05691
0.046	5.04617
0.047	5.01856
0.048	4.98511
0.049	4.95856
0.05	4.9486
0.051	4.95831
0.052	4.98332
0.053	5.01369
0.054	5.03783
0.055	5.04691
0.056	5.03804
0.057	5.01516
0.058	4.98733
0.059	4.96517
0.06	4.95682
0.061	4.965
0.062	4.9861
0.0629999	5.0118
0.064	5.0323
0.065	5.04003
0.066	5.03245
0.067	5.01285
0.068	4.98894
0.069	4.96986
0.07	4.96266
0.071	4.96973
0.072	4.98805
0.073	5.01041
0.074	5.02828
0.075	5.03503
0.076	5.02839
0.077	5.01118
0.078	4.99016
0.079	4.97335
0.08	4.96699
0.081	4.97325
0.082	4.98948
0.083	5.00934
0.084	5.02523
0.085	5.03124
0.086	5.02532
0.087	5.00993
0.088	4.99111
0.089	4.97602
0.09	4.97031
0.091	4.97595
0.092	4.99058
0.093	5.0085
0.094	5.02286
0.095	5.0283
0.096	5.02292
0.097	5.00897
0.098	4.99186
0.099	4.97814
0.1	4.97294
0.101	4.97808
0.102	4.99144
0.103	5.00782
0.104	5.02097
0.105	5.02596
0.106	5.02102
0.107	5.0082
0.108	4.99247
0.109	4.97983
0.11	4.97504
0.111	4.97979
0.112	4.99213
0.113	5.00727
0.114	5.01944
0.115	5.02406
0.116	5.01948
0.117	5.00758
0.118	4.99296
0.119	4.98122
0.12	4.97676
0.121	4.98118
0.122	4.99269
0.123	5.00682
0.124	5.01818
0.125	5.0225
0.126	5.01822
0.127	5.00707
0.128	4.99337
0.129	4.98236
0.13	4.97817
0.131	4.98233
0.132	4.99315
0.133	5.00645
0.134	5.01715
0.135	5.02121
0.136	5.01717
0.137	5.00665
0.138	4.99372
0.139	4.98331
0.14	4.97935
0.141	4.98328
0.142	4.99353
0.143	5.00613
0.144	5.01628
0.145	5.02014
0.146	5.0163
0.147	5.0063
0.148	4.994
0.149	4.9841
0.15	4.98033
0.151	4.98408
0.152	4.99385
0.153	5.00587
0.154	5.01556
0.155	5.01924
0.156	5.01557
0.157	5.00601
0.158	4.99425
0.159	4.98476
0.16	4.98115
0.161	4.98475
0.162	4.99411
0.163	5.00565
0.164	5.01495
0.165	5.01849
0.166	5.01496
0.167	5.00577
0.168	4.99445
0.169	4.98532
0.17	4.98184
0.171	4.9853
0.172	4.99434
0.173	5.00547
0.174	5.01444
0.175	5.01786
0.176	5.01445
0.177	5.00557
0.178	4.99461
0.179	4.98578
0.18	4.98241
0.181	4.98577
0.182	4.99452
0.183	5.00532
0.184	5.01402
0.185	5.01734
0.186	5.01403
0.187	5.0054
0.188	4.99475
0.189	4.98616
0.19	4.98288
0.191	4.98615
0.192	4.99468
0.193	5.00519
0.194	5.01368
0.195	5.01691
0.196	5.01369
0.197	5.00526
0.198	4.99486
0.199	4.98647
0.2	4.98327
0.201	4.98646
0.202	4.9948
0.203	5.00509
0.204	5.0134
0.205	5.01657
0.206	5.01341
0.207	5.00514
0.208	4.99495
0.209	4.98671
0.21	4.98357
0.211	4.98671
0.212	4.9949
0.213	5.00502
0.214	5.01319
0.215	5.0163
0.216	5.01319
0.217	5.00506
0.218	4.99501
0.219	4.9869
0.22	4.9838
0.221	4.98689
0.222	4.99498
0.223	5.00497
0.224	5.01303
0.225	5.01611
0.226	5.01303
0.227	5.00499
0.228	4.99505
0.229	4.98702
0.23	4.98396
0.231	4.98702
0.232	4.99504
0.233	5.00493
0.234	5.01293
0.235	5.01599
0.236	5.01293
0.237	5.00494
0.238	4.99508
0.239	4.9871
0.24	4.98405
0.241	4.9871
0.242	4.99507
0.243	5.00492
0.244	5.01288
0.245	5.01592
0.246	5.01288
0.247	5.00492
0.248	4.99508
0.249	4.98712
0.25	4.98409
0.251	4.98713
0.252	4.99508
0.253	5.00492
0.254	5.01288
0.255	5.01592
0.256	5.01288
0.257	5.00492
0.258	4.99507
0.259	4.9871
0.26	4.98405
0.261	4.9871
0.262	4.99508
0.263	5.00495
0.264	5.01293
0.265	5.01598
0.266	5.01293
0.267	5.00493
0.268	4.99503
0.269	4.98702
0.27	4.98396
0.271	4.98703
0.272	4.99506
0.273	5.00499
0.274	5.01304
0.275	5.01611
0.276	5.01303
0.277	5.00496
0.278	4.99498
0.279	4.98689
0.28	4.9838
0.281	4.9869
0.282	4.99501
0.283	5.00506
0.284	5.01319
0.285	5.01631
0.286	5.01319
0.287	5.00502
0.288	4.9949
0.289	4.98671
0.29	4.98357
0.291	4.98671
0.292	4.99495
0.293	5.00514
0.294	5.01341
0.295	5.01657
0.296	5.0134
0.297	5.00509
0.298	4.9948
0.299	4.98646
0.3	4.98327
0.301	4.98646
0.302	4.99486
0.303	5.00526
0.304	5.01368
0.305	5.01691
0.306	5.01368
0.307	5.00519
0.308	4.99468
0.309	4.98615
0.31	4.98289
0.311	4.98616
0.312	4.99475
0.313	5.00539
0.314	5.01403
0.314999	5.01734
0.315999	5.01402
0.316999	5.00532
0.317999	4.99453
0.318999	4.98577
0.319999	4.98241
0.320999	4.98577
0.321999	4.99461
0.322999	5.00556
0.323999	5.01445
0.324999	5.01786
0.325999	5.01444
0.326999	5.00547
0.327999	4.99434
0.328999	4.98531
0.329999	4.98184
0.330999	4.98531
0.331999	4.99444
0.332999	5.00576
0.333999	5.01496
0.334999	5.01849
0.335999	5.01495
0.336999	5.00566
0.337999	4.99412
0.338999	4.98475
0.339999	4.98115
0.340999	4.98476
0.341999	4.99424
0.342999	5.006
0.343999	5.01557
0.344999	5.01924
0.345999	5.01556
0.346999	5.00588
0.347999	4.99386
0.348999	4.98408
0.349999	4.98033
0.350999	4.98409
0.351999	4.99399
0.352999	5.00629
0.353999	5.0163
0.354999	5.02014
0.355999	5.01629
0.356999	5.00614
0.357999	4.99354
0.358999	4.98329
0.359999	4.97935
0.360999	4.9833
0.361999	4.9937
0.362999	5.00664
0.363999	5.01716
0.364999	5.02121
0.365999	5.01715
0.366999	5.00646
0.367999	4.99316
0.368999	4.98234
0.369999	4.97817
0.370999	4.98235
0.371999	4.99336
0.372999	5.00706
0.373999	5.01821
0.374999	5.0225
0.375999	5.0182
0.376999	5.00684
0.377999	4.9927
0.378999	4.98119
0.379999	4.97676
0.380999	4.98121
0.381999	4.99294
